6.0 3.0 
3.0 48.0 
10.0 1.0 
14.0 0.0 
4.0 6.0 
5.0 4.0 
9.0 2.0 
5.0 4.0 
9.0 2.0 
9.0 2.0 
9.0 2.0 
9.0 2.0 
4.0 6.0 
4.0 6.0 
6.0 3.0 
